person_id,last_name,first_name,position,height_inches,weight_lbs,min,pts,fg_pct,reb,ast,blk,stl
203957,Exum,Dante,Guard,78,190,22.2,4.8,0.349,1.6,2.4,0.2,0.5
203105,Ezeli,Festus,Center,83,265,10.9,4.4,0.547,3.4,0.2,0.9,0.2
202702,Faried,Kenneth,Forward,80,228,27.8,12.6,0.507,8.9,1.2,0.8,0.8
200770,Farmar,Jordan,,,"",14.7,4.6,0.386,1.2,1.9,0.1,0.6
202324,Favors,Derrick,Forward,82,262,30.8,16.0,0.525,8.2,1.5,1.7,0.8
203095,Fournier,Evan,Guard,79,205,28.6,12.0,0.44,2.6,2.1,0.0,0.7
200751,Foye,Randy,Guard,76,213,21.7,8.7,0.368,1.7,2.4,0.2,0.7
202690,Fredette,Jimmer,Guard,74,195,10.2,3.6,0.38,0.8,1.2,0.0,0.3
200777,Freeland,Joel,Center,82,225,12.8,3.5,0.49,4.0,0.3,0.5,0.2
101112,Frye,Channing,Forward,83,255,24.9,7.3,0.392,3.9,1.3,0.5,0.6
201568,Gallinari,Danilo,Forward,82,225,24.2,12.4,0.401,3.7,1.4,0.3,0.8
204038,Galloway,Langston,Guard,74,200,32.4,11.8,0.399,4.2,3.3,0.3,1.2
708,Garnett,Kevin,Forward,83,253,20.3,6.9,0.467,6.6,1.6,0.4,1.0
201188,Gasol,Marc,Center,85,265,33.2,17.4,0.494,7.8,3.8,1.6,0.9
2200,Gasol,Pau,Forward,84,250,34.4,18.5,0.494,11.8,2.7,1.9,0.3
200752,Gay,Rudy,Forward,80,230,35.4,21.1,0.455,5.9,3.7,0.6,1.0
202087,Gee,Alonzo,Forward,78,225,12.2,4.5,0.468,1.7,0.5,0.1,0.6
201959,Gibson,Taj,Forward,81,225,27.3,10.3,0.502,6.4,1.1,1.2,0.6
1938,Ginobili,Manu,Guard,78,205,22.7,10.5,0.426,3.0,4.2,0.3,1.0
203497,Gobert,Rudy,Center,85,245,26.3,8.4,0.604,9.5,1.3,2.3,0.8
2400,Gooden,Drew,Forward,82,250,16.9,5.4,0.399,4.4,1.0,0.2,0.4
203462,Goodwin,Archie,Guard,77,198,13.0,5.6,0.393,1.8,1.1,0.2,0.4
203932,Gordon,Aaron,Forward,81,220,17.0,5.2,0.447,3.6,0.7,0.5,0.4
2732,Gordon,Ben,Guard,75,205,14.1,6.2,0.437,1.1,0.9,0.0,0.3
201569,Gordon,Eric,Guard,76,215,33.1,13.4,0.411,2.6,3.8,0.2,0.8
101162,Gortat,Marcin,Center,83,240,29.9,12.2,0.566,8.7,1.2,1.3,0.6
101122,Granger,Danny,Forward,81,222,20.4,6.3,0.401,2.7,0.6,0.2,0.4
203924,Grant,Jerami,Forward,80,210,21.2,6.3,0.352,3.0,1.2,1.0,0.6
201980,Green,Danny,Guard,78,215,28.5,11.7,0.436,4.2,2.0,1.1,1.2
203110,Green,Draymond,Forward,79,230,31.5,11.7,0.443,8.2,3.7,1.3,1.6
101123,Green,Gerald,Guard,80,210,19.5,11.9,0.416,2.5,1.2,0.2,0.6
201145,Green,Jeff,Forward,81,235,31.5,15.0,0.43,4.2,1.7,0.4,0.7
2584,Green,Willie,Guard,75,205,18.3,5.9,0.386,1.5,1.3,0.1,0.5
201933,Griffin,Blake,Forward,82,251,35.2,21.9,0.502,7.6,5.3,0.5,0.9
203798,Hairston,PJ,Guard,78,230,15.3,5.6,0.323,2.0,0.5,0.3,0.5
203120,Hamilton,Justin,Center,84,255,17.4,5.3,0.478,3.3,0.9,0.7,0.7
201946,Hansbrough,Tyler,Forward,81,250,14.3,3.6,0.521,3.6,0.3,0.2,0.4
203501,Hardaway Jr.,Tim,Guard,78,210,24.0,11.5,0.389,2.2,1.8,0.2,0.3
201935,Harden,James,Guard,77,225,36.8,27.4,0.44,5.7,7.0,0.7,1.9
203090,Harkless,Maurice,Forward,81,215,15.0,3.5,0.399,2.4,0.6,0.2,0.7
2734,Harris,Devin,Guard,75,192,22.2,8.8,0.418,1.8,3.1,0.2,1.0
203914,Harris,Gary,Guard,76,210,13.1,3.4,0.304,1.2,0.5,0.1,0.7
202699,Harris,Tobias,Forward,81,235,34.8,17.1,0.466,6.3,1.8,0.5,1.0
2617,Haslem,Udonis,Forward,80,235,16.0,4.2,0.448,4.2,0.7,0.2,0.3
201150,Hawes,Spencer,Forward,85,245,17.5,5.8,0.393,3.5,1.2,0.7,0.3
202330,Hayward,Gordon,Forward,80,225,34.4,19.3,0.445,4.9,4.1,0.4,1.4
201945,Henderson,Gerald,Guard,77,215,28.9,12.1,0.437,3.4,2.6,0.3,0.6
203089,Henson,John,Center,83,230,18.3,7.0,0.566,4.7,0.9,2.0,0.4
201579,Hibbert,Roy,Center,86,290,25.3,10.6,0.446,7.1,1.1,1.6,0.2
201581,Hickson,JJ,Forward,81,242,19.3,7.6,0.475,6.2,0.8,0.5,0.5
2403,Hilario,Nene,Forward,83,250,25.3,11.0,0.511,5.1,1.8,0.3,1.0
201588,Hill,George,Guard,75,188,29.5,16.1,0.477,4.2,5.1,0.3,1.0
201941,Hill,Jordan,Center,82,235,26.8,12.0,0.459,7.9,1.5,0.7,0.5
203524,Hill,Solomon,Forward,79,225,29.0,8.9,0.396,3.8,2.2,0.2,0.8
2550,Hinrich,Kirk,Guard,76,190,24.4,5.7,0.373,1.8,2.2,0.2,0.7
201950,Holiday,Jrue,Guard,76,205,32.6,14.8,0.446,3.4,6.9,0.6,1.6
203200,Holiday,Justin,Guard,78,185,11.1,4.3,0.387,1.2,0.8,0.2,0.7
203918,Hood,Rodney,Guard,80,215,21.3,8.7,0.414,2.3,1.7,0.2,0.6
201143,Horford,Al,Center,82,250,30.5,15.2,0.538,7.2,3.2,1.3,0.9
2730,Howard,Dwight,Center,83,275,29.8,15.8,0.593,10.5,1.2,1.3,0.7
203133,Hummel,Robbie,Forward,81,219,16.5,4.4,0.459,3.0,0.6,0.2,0.4
2743,Humphries,Kris,Forward,81,235,21.0,8.0,0.473,6.5,0.9,0.4,0.5
201586,Ibaka,Serge,Forward,82,245,33.1,14.3,0.476,7.8,0.9,2.4,0.5
2738,Iguodala,Andre,Guard,78,215,26.9,7.8,0.466,3.3,3.0,0.3,1.2
101141,Ilyasova,Ersan,Forward,82,235,22.7,11.5,0.472,4.8,1.0,0.3,0.6
204060,Ingles,Joe,Guard,80,216,21.2,5.0,0.415,2.2,2.3,0.1,0.9
202681,Irving,Kyrie,Guard,75,193,36.4,21.7,0.468,3.2,5.2,0.3,1.5
101127,Jack,Jarrett,Guard,75,200,28.0,12.0,0.439,3.1,4.7,0.2,0.9
202704,Jackson,Reggie,Guard,75,208,29.5,14.5,0.434,4.2,6.0,0.1,0.8
2544,James,LeBron,Forward,80,250,36.1,25.3,0.488,6.0,7.4,0.7,1.6
2744,Jefferson,Al,Center,82,289,30.6,16.6,0.481,8.4,1.7,1.3,0.7
203928,Jefferson,Cory,Forward,81,218,10.6,3.7,0.449,2.9,0.3,0.4,0.2
2210,Jefferson,Richard,Forward,79,234,16.8,5.8,0.444,2.5,0.8,0.1,0.4
203098,Jenkins,John,Guard,76,215,12.4,5.6,0.495,1.6,0.5,0.0,0.4
201943,Jennings,Brandon,Guard,73,169,28.6,15.4,0.401,2.5,6.6,0.1,1.1
201973,Jerebko,Jonas,Forward,82,231,16.4,6.0,0.446,3.8,0.9,0.2,0.6
101161,Johnson,Amir,Forward,81,240,26.4,9.3,0.574,6.1,1.6,0.8,0.6
203187,Johnson,Chris,Forward,78,201,18.2,5.7,0.403,1.9,0.5,0.2,0.9
201949,Johnson,James,Forward,81,250,19.6,7.9,0.589,3.7,1.4,1.0,0.8
2207,Johnson,Joe,Forward,79,240,34.9,14.4,0.435,4.8,3.7,0.2,0.7
204020,Johnson,Tyler,Guard,75,190,18.8,5.9,0.419,2.5,1.3,0.3,1.0
202325,Johnson,Wesley,Guard,79,215,29.5,9.9,0.414,4.2,1.6,0.6,0.8
2592,Jones,James,Forward,80,215,11.7,4.4,0.368,1.1,0.4,0.1,0.2
203103,Jones,Perry,Forward,83,235,14.7,4.3,0.397,1.8,0.4,0.2,0.4
203093,Jones,Terrence,Forward,81,255,27.0,11.7,0.528,6.7,1.1,1.8,0.5
201599,Jordan,DeAndre,Center,83,265,34.4,11.5,0.71,15.0,0.7,2.2,1.0
202709,Joseph,Cory,Guard,75,190,18.3,6.8,0.504,2.4,2.4,0.2,0.6
2549,Kaman,Chris,Center,84,265,18.9,8.6,0.515,6.5,0.9,0.7,0.2
202683,Kanter,Enes,Center,83,245,28.5,15.5,0.519,8.9,0.7,0.4,0.5
203508,Karasev,Sergey,Guard,79,208,16.8,4.6,0.403,2.0,1.4,0.0,0.7
203527,Kelly,Ryan,Forward,83,230,23.7,6.4,0.337,2.8,1.8,0.5,0.6
203077,Kidd-Gilchrist,Michael,Forward,79,232,28.9,10.9,0.465,7.6,1.4,0.7,0.5
202688,Knight,Brandon,Guard,75,189,32.3,17.0,0.422,3.9,5.2,0.2,1.4
2594,Korver,Kyle,Guard,79,212,32.2,12.1,0.487,4.1,2.6,0.6,0.7
201585,Koufos,Kosta,Center,84,265,16.6,5.2,0.508,5.3,0.5,0.8,0.4
203897,LaVine,Zach,Guard,77,183,24.7,10.1,0.422,2.8,3.6,0.1,0.7
203087,Lamb,Jeremy,Guard,77,185,13.5,6.3,0.416,2.3,0.9,0.1,0.4
201171,Landry,Carl,Forward,81,248,17.0,7.2,0.515,3.8,0.4,0.2,0.2
203499,Larkin,Shane,Guard,71,175,24.5,6.2,0.433,2.3,3.0,0.1,1.2
203530,Lauvergne,Joffrey,Forward,83,220,11.2,3.9,0.404,3.2,0.5,0.4,0.3
201951,Lawson,Ty,Guard,71,195,35.5,15.2,0.436,3.1,9.6,0.1,1.2
201584,Lee,Courtney,Guard,77,200,30.6,10.1,0.448,2.3,2.0,0.2,1.0
101135,Lee,David,Forward,81,245,18.5,7.9,0.511,5.2,1.7,0.5,0.6
203458,Len,Alex,Center,85,255,22.0,6.3,0.507,6.6,0.5,1.5,0.5
202695,Leonard,Kawhi,Forward,79,230,31.8,16.5,0.479,7.2,2.5,0.8,2.3
203086,Leonard,Meyers,Center,85,245,15.4,5.9,0.51,4.5,0.6,0.3,0.2
